province,male,agegroup,income,education,n,cell_prop_of_division_total
British Columbia,0,ages35to44,"$125,000 and more",No Highschool,0,0
British Columbia,0,ages35to44,"$125,000 and more",Completed Highschool,0,0
British Columbia,0,ages35to44,"$125,000 and more",Some College,0,0
British Columbia,0,ages35to44,"$125,000 and more",Some University,0,0
British Columbia,0,ages35to44,"$125,000 and more",Bachelor's Degree,1,4.108463434675431e-4
British Columbia,0,ages35to44,"$125,000 and more",Degree above Bachelor's,4,0.0016433853738701725
British Columbia,1,ages35to44,"Less than $25,000",No Highschool,3,0.0012325390304026294
British Columbia,1,ages35to44,"Less than $25,000",Completed Highschool,5,0.002054231717337716
British Columbia,1,ages35to44,"Less than $25,000",Some College,7,0.002875924404272802
British Columbia,1,ages35to44,"Less than $25,000",Some University,1,4.108463434675431e-4
British Columbia,1,ages35to44,"Less than $25,000",Bachelor's Degree,4,0.0016433853738701725
British Columbia,1,ages35to44,"Less than $25,000",Degree above Bachelor's,0,0
British Columbia,1,ages35to44,"$25,000 to $49,999",No Highschool,0,0
British Columbia,1,ages35to44,"$25,000 to $49,999",Completed Highschool,9,0.0036976170912078883
British Columbia,1,ages35to44,"$25,000 to $49,999",Some College,11,0.0045193097781429745
British Columbia,1,ages35to44,"$25,000 to $49,999",Some University,0,0
British Columbia,1,ages35to44,"$25,000 to $49,999",Bachelor's Degree,7,0.002875924404272802
British Columbia,1,ages35to44,"$25,000 to $49,999",Degree above Bachelor's,0,0
British Columbia,1,ages35to44,"$50,000 to $74,999",No Highschool,1,4.108463434675431e-4
British Columbia,1,ages35to44,"$50,000 to $74,999",Completed Highschool,12,0.0049301561216105174
British Columbia,1,ages35to44,"$50,000 to $74,999",Some College,20,0.008216926869350863
British Columbia,1,ages35to44,"$50,000 to $74,999",Some University,2,8.216926869350862e-4
British Columbia,1,ages35to44,"$50,000 to $74,999",Bachelor's Degree,8,0.003286770747740345
British Columbia,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,1,4.108463434675431e-4
British Columbia,1,ages35to44,"$75,000 to $99,999",No Highschool,2,8.216926869350862e-4
British Columbia,1,ages35to44,"$75,000 to $99,999",Completed Highschool,5,0.002054231717337716
British Columbia,1,ages35to44,"$75,000 to $99,999",Some College,2,8.216926869350862e-4
British Columbia,1,ages35to44,"$75,000 to $99,999",Some University,7,0.002875924404272802
British Columbia,1,ages35to44,"$75,000 to $99,999",Bachelor's Degree,12,0.0049301561216105174
British Columbia,1,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,9,0.0036976170912078883
British Columbia,1,ages35to44,"$100,000 to $ 124,999",No Highschool,1,4.108463434675431e-4
British Columbia,1,ages35to44,"$100,000 to $ 124,999",Completed Highschool,5,0.002054231717337716
British Columbia,1,ages35to44,"$100,000 to $ 124,999",Some College,4,0.0016433853738701725
British Columbia,1,ages35to44,"$100,000 to $ 124,999",Some University,1,4.108463434675431e-4
British Columbia,1,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,1,4.108463434675431e-4
British Columbia,1,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,2,8.216926869350862e-4
British Columbia,1,ages35to44,"$125,000 and more",No Highschool,1,4.108463434675431e-4
British Columbia,1,ages35to44,"$125,000 and more",Completed Highschool,0,0
British Columbia,1,ages35to44,"$125,000 and more",Some College,4,0.0016433853738701725
British Columbia,1,ages35to44,"$125,000 and more",Some University,0,0
British Columbia,1,ages35to44,"$125,000 and more",Bachelor's Degree,7,0.002875924404272802
British Columbia,1,ages35to44,"$125,000 and more",Degree above Bachelor's,4,0.0016433853738701725
Manitoba,0,ages35to44,"Less than $25,000",No Highschool,1,8.733624454148472e-4
Manitoba,0,ages35to44,"Less than $25,000",Completed Highschool,2,0.0017467248908296944
Manitoba,0,ages35to44,"Less than $25,000",Some College,5,0.004366812227074236
Manitoba,0,ages35to44,"Less than $25,000",Some University,2,0.0017467248908296944
Manitoba,0,ages35to44,"Less than $25,000",Bachelor's Degree,4,0.0034934497816593887
Manitoba,0,ages35to44,"Less than $25,000",Degree above Bachelor's,0,0
Manitoba,0,ages35to44,"$25,000 to $49,999",No Highschool,1,8.733624454148472e-4
Manitoba,0,ages35to44,"$25,000 to $49,999",Completed Highschool,11,0.00960698689956332
Manitoba,0,ages35to44,"$25,000 to $49,999",Some College,9,0.007860262008733625
Manitoba,0,ages35to44,"$25,000 to $49,999",Some University,1,8.733624454148472e-4
Manitoba,0,ages35to44,"$25,000 to $49,999",Bachelor's Degree,3,0.0026200873362445414
Manitoba,0,ages35to44,"$25,000 to $49,999",Degree above Bachelor's,3,0.0026200873362445414
Manitoba,0,ages35to44,"$50,000 to $74,999",No Highschool,2,0.0017467248908296944
Manitoba,0,ages35to44,"$50,000 to $74,999",Completed Highschool,6,0.005240174672489083
Manitoba,0,ages35to44,"$50,000 to $74,999",Some College,4,0.0034934497816593887
Manitoba,0,ages35to44,"$50,000 to $74,999",Some University,4,0.0034934497816593887
Manitoba,0,ages35to44,"$50,000 to $74,999",Bachelor's Degree,8,0.0069868995633187774
Manitoba,0,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,6,0.005240174672489083
Manitoba,0,ages35to44,"$75,000 to $99,999",No Highschool,0,0
Manitoba,0,ages35to44,"$75,000 to $99,999",Completed Highschool,0,0
Manitoba,0,ages35to44,"$75,000 to $99,999",Some College,2,0.0017467248908296944
Manitoba,0,ages35to44,"$75,000 to $99,999",Some University,0,0
Manitoba,0,ages35to44,"$75,000 to $99,999",Bachelor's Degree,5,0.004366812227074236
Manitoba,0,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,0,0
Manitoba,0,ages35to44,"$100,000 to $ 124,999",No Highschool,0,0
Manitoba,0,ages35to44,"$100,000 to $ 124,999",Completed Highschool,0,0
Manitoba,0,ages35to44,"$100,000 to $ 124,999",Some College,1,8.733624454148472e-4
Manitoba,0,ages35to44,"$100,000 to $ 124,999",Some University,0,0
Manitoba,0,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,2,0.0017467248908296944
Manitoba,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Manitoba,0,ages35to44,"$125,000 and more",No Highschool,0,0
Manitoba,0,ages35to44,"$125,000 and more",Completed Highschool,0,0
Manitoba,0,ages35to44,"$125,000 and more",Some College,0,0
Manitoba,0,ages35to44,"$125,000 and more",Some University,0,0
Manitoba,0,ages35to44,"$125,000 and more",Bachelor's Degree,1,8.733624454148472e-4
Manitoba,0,ages35to44,"$125,000 and more",Degree above Bachelor's,0,0
Manitoba,1,ages35to44,"Less than $25,000",No Highschool,2,0.0017467248908296944
Manitoba,1,ages35to44,"Less than $25,000",Completed Highschool,4,0.0034934497816593887
Manitoba,1,ages35to44,"Less than $25,000",Some College,2,0.0017467248908296944
Manitoba,1,ages35to44,"Less than $25,000",Some University,0,0
Manitoba,1,ages35to44,"Less than $25,000",Bachelor's Degree,1,8.733624454148472e-4
Manitoba,1,ages35to44,"Less than $25,000",Degree above Bachelor's,1,8.733624454148472e-4
Manitoba,1,ages35to44,"$25,000 to $49,999",No Highschool,2,0.0017467248908296944
Manitoba,1,ages35to44,"$25,000 to $49,999",Completed Highschool,7,0.00611353711790393
Manitoba,1,ages35to44,"$25,000 to $49,999",Some College,6,0.005240174672489083
Manitoba,1,ages35to44,"$25,000 to $49,999",Some University,5,0.004366812227074236
Manitoba,1,ages35to44,"$25,000 to $49,999",Bachelor's Degree,0,0
Manitoba,1,ages35to44,"$25,000 to $49,999",Degree above Bachelor's,1,8.733624454148472e-4
Manitoba,1,ages35to44,"$50,000 to $74,999",No Highschool,1,8.733624454148472e-4
Manitoba,1,ages35to44,"$50,000 to $74,999",Completed Highschool,4,0.0034934497816593887
Manitoba,1,ages35to44,"$50,000 to $74,999",Some College,9,0.007860262008733625
Manitoba,1,ages35to44,"$50,000 to $74,999",Some University,0,0
Manitoba,1,ages35to44,"$50,000 to $74,999",Bachelor's Degree,6,0.005240174672489083
Manitoba,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,0,0
Manitoba,1,ages35to44,"$75,000 to $99,999",No Highschool,0,0
Manitoba,1,ages35to44,"$75,000 to $99,999",Completed Highschool,2,0.0017467248908296944
Manitoba,1,ages35to44,"$75,000 to $99,999",Some College,10,0.008733624454148471
Manitoba,1,ages35to44,"$75,000 to $99,999",Some University,2,0.0017467248908296944
Manitoba,1,ages35to44,"$75,000 to $99,999",Bachelor's Degree,5,0.004366812227074236
Manitoba,1,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,1,8.733624454148472e-4
Manitoba,1,ages35to44,"$100,000 to $ 124,999",No Highschool,0,0
Manitoba,1,ages35to44,"$100,000 to $ 124,999",Completed Highschool,3,0.0026200873362445414
Manitoba,1,ages35to44,"$100,000 to $ 124,999",Some College,2,0.0017467248908296944
Manitoba,1,ages35to44,"$100,000 to $ 124,999",Some University,0,0
Manitoba,1,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,4,0.0034934497816593887
Manitoba,1,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,1,8.733624454148472e-4
Manitoba,1,ages35to44,"$125,000 and more",No Highschool,0,0
Manitoba,1,ages35to44,"$125,000 and more",Completed Highschool,0,0
Manitoba,1,ages35to44,"$125,000 and more",Some College,0,0
Manitoba,1,ages35to44,"$125,000 and more",Some University,0,0
Manitoba,1,ages35to44,"$125,000 and more",Bachelor's Degree,3,0.0026200873362445414
Manitoba,1,ages35to44,"$125,000 and more",Degree above Bachelor's,0,0
New Brunswick,0,ages35to44,"Less than $25,000",No Highschool,0,0
New Brunswick,0,ages35to44,"Less than $25,000",Completed Highschool,6,0.0046439628482972135
New Brunswick,0,ages35to44,"Less than $25,000",Some College,10,0.007739938080495356
New Brunswick,0,ages35to44,"Less than $25,000",Some University,1,0.00077399380804953565
New Brunswick,0,ages35to44,"Less than $25,000",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,0,ages35to44,"Less than $25,000",Degree above Bachelor's,0,0
New Brunswick,0,ages35to44,"$25,000 to $49,999",No Highschool,0,0
New Brunswick,0,ages35to44,"$25,000 to $49,999",Completed Highschool,9,0.00696594427244582
New Brunswick,0,ages35to44,"$25,000 to $49,999",Some College,20,0.015479876160990712
New Brunswick,0,ages35to44,"$25,000 to $49,999",Some University,3,0.0023219814241486067
New Brunswick,0,ages35to44,"$25,000 to $49,999",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,0,ages35to44,"$25,000 to $49,999",Degree above Bachelor's,2,0.0015479876160990713
New Brunswick,0,ages35to44,"$50,000 to $74,999",No Highschool,0,0
New Brunswick,0,ages35to44,"$50,000 to $74,999",Completed Highschool,1,0.00077399380804953565
New Brunswick,0,ages35to44,"$50,000 to $74,999",Some College,10,0.007739938080495356
New Brunswick,0,ages35to44,"$50,000 to $74,999",Some University,1,0.00077399380804953565
New Brunswick,0,ages35to44,"$50,000 to $74,999",Bachelor's Degree,12,0.009287925696594427
New Brunswick,0,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,1,0.00077399380804953565
New Brunswick,0,ages35to44,"$75,000 to $99,999",No Highschool,0,0
New Brunswick,0,ages35to44,"$75,000 to $99,999",Completed Highschool,0,0
New Brunswick,0,ages35to44,"$75,000 to $99,999",Some College,0,0
New Brunswick,0,ages35to44,"$75,000 to $99,999",Some University,0,0
New Brunswick,0,ages35to44,"$75,000 to $99,999",Bachelor's Degree,10,0.007739938080495356
New Brunswick,0,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,4,0.0030959752321981426
New Brunswick,0,ages35to44,"$100,000 to $ 124,999",No Highschool,0,0
New Brunswick,0,ages35to44,"$100,000 to $ 124,999",Completed Highschool,0,0
New Brunswick,0,ages35to44,"$100,000 to $ 124,999",Some College,0,0
New Brunswick,0,ages35to44,"$100,000 to $ 124,999",Some University,0,0
New Brunswick,0,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,4,0.0030959752321981426
New Brunswick,0,ages35to44,"$125,000 and more",No Highschool,0,0
New Brunswick,0,ages35to44,"$125,000 and more",Completed Highschool,0,0
New Brunswick,0,ages35to44,"$125,000 and more",Some College,0,0
New Brunswick,0,ages35to44,"$125,000 and more",Some University,0,0
New Brunswick,0,ages35to44,"$125,000 and more",Bachelor's Degree,0,0
New Brunswick,0,ages35to44,"$125,000 and more",Degree above Bachelor's,2,0.0015479876160990713
New Brunswick,1,ages35to44,"Less than $25,000",No Highschool,4,0.0030959752321981426
New Brunswick,1,ages35to44,"Less than $25,000",Completed Highschool,4,0.0030959752321981426
New Brunswick,1,ages35to44,"Less than $25,000",Some College,7,0.005417956656346749
New Brunswick,1,ages35to44,"Less than $25,000",Some University,0,0
New Brunswick,1,ages35to44,"Less than $25,000",Bachelor's Degree,4,0.0030959752321981426
New Brunswick,1,ages35to44,"Less than $25,000",Degree above Bachelor's,0,0
New Brunswick,1,ages35to44,"$25,000 to $49,999",No Highschool,1,0.00077399380804953565
New Brunswick,1,ages35to44,"$25,000 to $49,999",Completed Highschool,3,0.0023219814241486067
New Brunswick,1,ages35to44,"$25,000 to $49,999",Some College,11,0.008513931888544891
New Brunswick,1,ages35to44,"$25,000 to $49,999",Some University,0,0
New Brunswick,1,ages35to44,"$25,000 to $49,999",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,1,ages35to44,"$25,000 to $49,999",Degree above Bachelor's,0,0
New Brunswick,1,ages35to44,"$50,000 to $74,999",No Highschool,1,0.00077399380804953565
New Brunswick,1,ages35to44,"$50,000 to $74,999",Completed Highschool,2,0.0015479876160990713
New Brunswick,1,ages35to44,"$50,000 to $74,999",Some College,8,0.006191950464396285
New Brunswick,1,ages35to44,"$50,000 to $74,999",Some University,2,0.0015479876160990713
New Brunswick,1,ages35to44,"$50,000 to $74,999",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,0,0
New Brunswick,1,ages35to44,"$75,000 to $99,999",No Highschool,0,0
New Brunswick,1,ages35to44,"$75,000 to $99,999",Completed Highschool,1,0.00077399380804953565
New Brunswick,1,ages35to44,"$75,000 to $99,999",Some College,7,0.005417956656346749
New Brunswick,1,ages35to44,"$75,000 to $99,999",Some University,0,0
New Brunswick,1,ages35to44,"$75,000 to $99,999",Bachelor's Degree,6,0.0046439628482972135
New Brunswick,1,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,3,0.0023219814241486067
New Brunswick,1,ages35to44,"$100,000 to $ 124,999",No Highschool,1,0.00077399380804953565
New Brunswick,1,ages35to44,"$100,000 to $ 124,999",Completed Highschool,0,0
New Brunswick,1,ages35to44,"$100,000 to $ 124,999",Some College,2,0.0015479876160990713
New Brunswick,1,ages35to44,"$100,000 to $ 124,999",Some University,1,0.00077399380804953565
New Brunswick,1,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,3,0.0023219814241486067
New Brunswick,1,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,2,0.0015479876160990713
New Brunswick,1,ages35to44,"$125,000 and more",No Highschool,0,0
New Brunswick,1,ages35to44,"$125,000 and more",Completed Highschool,0,0
New Brunswick,1,ages35to44,"$125,000 and more",Some College,1,0.00077399380804953565
New Brunswick,1,ages35to44,"$125,000 and more",Some University,0,0
New Brunswick,1,ages35to44,"$125,000 and more",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,1,ages35to44,"$125,000 and more",Degree above Bachelor's,2,0.0015479876160990713
Newfoundland and Labrador,0,ages35to44,"Less than $25,000",No Highschool,2,0.0018975332068311196
Newfoundland and Labrador,0,ages35to44,"Less than $25,000",Completed Highschool,6,0.0056925996204933585
Newfoundland and Labrador,0,ages35to44,"Less than $25,000",Some College,7,0.006641366223908918
Newfoundland and Labrador,0,ages35to44,"Less than $25,000",Some University,0,0
Newfoundland and Labrador,0,ages35to44,"Less than $25,000",Bachelor's Degree,2,0.0018975332068311196
Newfoundland and Labrador,0,ages35to44,"Less than $25,000",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages35to44,"$25,000 to $49,999",No Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$25,000 to $49,999",Completed Highschool,4,0.003795066413662239
Newfoundland and Labrador,0,ages35to44,"$25,000 to $49,999",Some College,12,0.011385199240986717
Newfoundland and Labrador,0,ages35to44,"$25,000 to $49,999",Some University,0,0
Newfoundland and Labrador,0,ages35to44,"$25,000 to $49,999",Bachelor's Degree,7,0.006641366223908918
Newfoundland and Labrador,0,ages35to44,"$25,000 to $49,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,0,ages35to44,"$50,000 to $74,999",No Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$50,000 to $74,999",Completed Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages35to44,"$50,000 to $74,999",Some College,8,0.007590132827324478
Newfoundland and Labrador,0,ages35to44,"$50,000 to $74,999",Some University,0,0
Newfoundland and Labrador,0,ages35to44,"$50,000 to $74,999",Bachelor's Degree,3,0.0028462998102466793
Newfoundland and Labrador,0,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages35to44,"$75,000 to $99,999",No Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$75,000 to $99,999",Completed Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$75,000 to $99,999",Some College,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages35to44,"$75,000 to $99,999",Some University,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages35to44,"$75,000 to $99,999",Bachelor's Degree,6,0.0056925996204933585
Newfoundland and Labrador,0,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,3,0.0028462998102466793
Newfoundland and Labrador,0,ages35to44,"$100,000 to $ 124,999",No Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$100,000 to $ 124,999",Completed Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$100,000 to $ 124,999",Some College,0,0
Newfoundland and Labrador,0,ages35to44,"$100,000 to $ 124,999",Some University,0,0
Newfoundland and Labrador,0,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,0,ages35to44,"$125,000 and more",No Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$125,000 and more",Completed Highschool,0,0
Newfoundland and Labrador,0,ages35to44,"$125,000 and more",Some College,2,0.0018975332068311196
Newfoundland and Labrador,0,ages35to44,"$125,000 and more",Some University,1,9.487666034155598e-4
